brand,product,category,character,type,time,duration,location,visibility,hasLogo,actor,gender,age,ethnicity,notes,screenshotURL,videoURL,video2URL,realTime
Eames,chair,home,Tony Stark - Iron Man,sighting,0:06:59,0:00:10,workshop,discreet,no,Robert Downey Jr.,male,43,white,,,,,0:56:59
Dell,monitor,device,Tony Stark - Iron Man,sighting,0:07:11,0:00:06,workshop,discreet,yes,Robert Downey Jr.,male,43,white,,,,,0:57:11
LG,tv,device,Tony Stark - Iron Man,sighting,0:07:19,0:00:08,workshop,background,no,Robert Downey Jr.,male,43,white,,,,,0:57:19
Purol Pep,sign,advertising,Tony Stark - Iron Man,sighting,0:07:19,0:00:08,workshop,discreet,yes,Robert Downey Jr.,male,43,white,,,,,0:57:19
Purol Pep,sign,advertising,Tony Stark - Iron Man,sighting,0:07:28,0:00:16,workshop,discreet,yes,Robert Downey Jr.,male,43,white,,,,,0:57:28
Dell,monitor,device,Tony Stark - Iron Man,sighting,0:07:28,0:00:16,workshop,discreet,yes,Robert Downey Jr.,male,43,white,,,,,0:57:28
Dell,monitor,device,Pepper Potts - Iron Man,sighting,0:07:44,0:00:03,workshop,obvious,yes,Gwyneth Paltrow,female,36,white,,,,,0:57:44
Bluthner,instrument,music,Obadiah Stane - Iron Man,sighting,0:07:53,0:00:02,living room,close-up,yes,Jeff Bridges,male,59,white,,,,,0:57:53
Ray's Pizza,food,food & drink,Tony Stark - Iron Man,sighting,0:07:56,0:00:02,living room,subtle,yes,Robert Downey Jr.,male,43,white,,,,,0:57:56
Ray's Pizza,food,food & drink,Tony Stark - Iron Man,sighting,0:08:02,0:00:02,living room,obvious,yes,Robert Downey Jr.,male,43,white,,,,,0:58:02
Ray's Pizza,food,food & drink,Tony Stark - Iron Man,sighting,0:08:05,0:00:15,living room,subtle,no,Robert Downey Jr.,male,43,white,,,,,0:58:05
Ray's Pizza,food,food & drink,Tony Stark - Iron Man,sighting,0:08:47,0:00:02,living room,subtle,no,Robert Downey Jr.,male,43,white,,,,,0:58:47
Ray's Pizza,food,food & drink,Tony Stark - Iron Man,sighting,0:08:53,0:00:03,living room,subtle,yes,Robert Downey Jr.,male,43,white,,,,,0:58:53
