"rank","name","country","countrycode","time","timeBehind","performance","year","sport","gender","event","allbutfirst005percentfaster_time","allbutfirst005percentfaster_performance","allbutfirst005percentfaster_rank","allbutmedalists005percentfaster_time","allbutmedalists005percentfaster_performance","allbutmedalists005percentfaster_rank","allbutfirst01percentfaster_time","allbutfirst01percentfaster_performance","allbutfirst01percentfaster_rank","allbutmedalists01percentfaster_time","allbutmedalists01percentfaster_performance","allbutmedalists01percentfaster_rank","allbutfirst02percentfaster_time","allbutfirst02percentfaster_performance","allbutfirst02percentfaster_rank","allbutmedalists02percentfaster_time","allbutmedalists02percentfaster_performance","allbutmedalists02percentfaster_rank","allbutfirst05percentfaster_time","allbutfirst05percentfaster_performance","allbutfirst05percentfaster_rank","allbutmedalists05percentfaster_time","allbutmedalists05percentfaster_performance","allbutmedalists05percentfaster_rank","allbutfirst1percentfaster_time","allbutfirst1percentfaster_performance","allbutfirst1percentfaster_rank","allbutmedalists1percentfaster_time","allbutmedalists1percentfaster_performance","allbutmedalists1percentfaster_rank","genderEvent","position"
8,"Leif Kristian NESTVOLD-HAUGEN","Norway","NOR",140.23,2.19,98.438279968623,2018,"Alpine","men","Giant Slalom",140.15992003998,98.4874991086073,8,140.15992003998,98.4874991086073,8,140.08991008991,98.5367182485916,8,140.08991008991,98.5367182485916,8,139.950099800399,98.6351565285602,8,139.950099800399,98.6351565285602,8,139.532338308458,98.9304713684661,8,139.532338308458,98.9304713684661,8,138.841584158416,99.4226627683092,8,138.841584158416,99.4226627683092,6,"men Giant Slalom",8
1,"Matthias MAYER","Austria","AUT",84.44,0,100,2018,"Alpine","men","Super G",84.44,100,1,84.44,100,1,84.44,100,1,84.44,100,1,84.44,100,2,84.44,100,1,84.44,100,4,84.44,100,2,84.44,100,8,84.44,100,6,"men Super G",1
2,"Beat FEUZ","Switzerland","SUI",84.57,0.129999999999995,99.8462811871822,2018,"Alpine","men","Super G",84.527736131934,99.8962043277758,2,84.57,99.8462811871822,2,84.4855144855145,99.9461274683694,2,84.57,99.8462811871822,2,84.4011976047904,100.045973749557,1,84.57,99.8462811871822,2,84.1492537313433,100.345512593118,1,84.57,99.8462811871822,4,83.7326732673267,100.844743999054,1,84.57,99.8462811871822,7,"men Super G",2
3,"Kjetil JANSRUD","Norway","NOR",84.62,0.180000000000007,99.7872843299456,2018,"Alpine","men","Super G",84.5777111444278,99.8371779721106,3,84.62,99.7872843299456,3,84.5354645354646,99.8870716142756,3,84.62,99.7872843299456,3,84.4510978043912,99.9868588986055,3,84.62,99.7872843299456,3,84.1990049751244,100.286220751595,2,84.62,99.7872843299456,5,83.7821782178218,100.785157173245,2,84.62,99.7872843299456,8,"men Super G",3
4,"Blaise GIEZENDANNER","France","FRA",84.82,0.379999999999995,99.5519924546098,2018,"Alpine","men","Super G",84.7776111944028,99.6017684508371,4,84.7776111944028,99.6017684508371,4,84.7352647352647,99.6515444470644,4,84.7352647352647,99.6515444470644,4,84.6506986027944,99.751096439519,4,84.6506986027944,99.751096439519,4,84.3980099502488,100.049752416883,3,84.3980099502488,100.049752416883,1,83.980198019802,100.547512379156,3,83.980198019802,100.547512379156,1,"men Super G",4
5,"Aksel Lund SVINDAL","Norway","NOR",84.93,0.490000000000009,99.4230542799953,2018,"Alpine","men","Super G",84.8875562218891,99.4727658071353,5,84.8875562218891,99.4727658071353,5,84.8451548451549,99.5224773342753,5,84.8451548451549,99.5224773342753,5,84.7604790419162,99.6219003885553,5,84.7604790419162,99.6219003885553,5,84.5074626865672,99.9201695513952,5,84.5074626865672,99.9201695513952,3,84.0891089108911,100.417284822795,4,84.0891089108911,100.417284822795,2,"men Super G",5
6,"Vincent KRIECHMAYR","Austria","AUT",85.13,0.689999999999998,99.1894749207095,2018,"Alpine","men","Super G",85.0874562718641,99.2390696581699,6,85.0874562718641,99.2390696581699,6,85.044955044955,99.2886643956302,6,85.044955044955,99.2886643956302,6,84.9600798403194,99.3878538705509,6,84.9600798403194,99.3878538705509,6,84.7064676616915,99.685422295313,6,84.7064676616915,99.685422295313,6,84.2871287128713,100.181369669917,5,84.2871287128713,100.181369669917,3,"men Super G",6
7,"Dominik PARIS","Italy","ITA",85.18,0.740000000000009,99.1312514674806,2018,"Alpine","men","Super G",85.1374312843578,99.1808170932144,7,85.1374312843578,99.1808170932144,7,85.0949050949051,99.2303827189481,7,85.0949050949051,99.2303827189481,7,85.0099800399202,99.3295139704156,7,85.0099800399202,99.3295139704156,7,84.7562189054727,99.626907724818,7,84.7562189054727,99.626907724818,7,84.3366336633663,100.122563982155,6,84.3366336633663,100.122563982155,4,"men Super G",7
8,"Andreas SANDER","Germany","GER",85.21,0.77000000000001,99.0963501936392,2018,"Alpine","men","Super G",85.1674162918541,99.1458983687361,8,85.1674162918541,99.1458983687361,8,85.1248751248751,99.1954465438329,8,85.1248751248751,99.1954465438329,8,85.0399201596806,99.2945428940265,8,85.0399201596806,99.2945428940265,8,84.7860696517413,99.5918319446074,8,84.7860696517413,99.5918319446074,8,84.3663366336634,100.087313695576,7,84.3663366336634,100.087313695576,5,"men Super G",8
1,"Andre MYHRER","Sweden","SWE",98.99,0,100,2018,"Alpine","men","Slalom",98.99,100,1,98.99,100,1,98.99,100,1,98.99,100,1,98.99,100,1,98.99,100,1,98.99,100,2,98.99,100,1,98.99,100,7,98.99,100,5,"men Slalom",1
2,"Ramon ZENHAEUSERN","Switzerland","SUI",99.33,0.339999999999989,99.6577066344508,2018,"Alpine","men","Slalom",99.28035982009,99.707535487768,2,99.33,99.6577066344508,2,99.2307692307692,99.7573643410852,2,99.33,99.6577066344508,2,99.1317365269461,99.8570220477197,2,99.33,99.6577066344508,2,98.8358208955224,100.155995167623,1,99.33,99.6577066344508,5,98.3465346534653,100.654283700795,1,99.33,99.6577066344508,7,"men Slalom",2
3,"Michael MATT","Austria","AUT",99.66,0.669999999999987,99.3277142283765,2018,"Alpine","men","Slalom",99.6101949025487,99.3773780854907,3,99.66,99.3277142283765,4,99.5604395604396,99.4270419426049,3,99.66,99.3277142283765,6,99.4610778443114,99.5263696568332,3,99.66,99.3277142283765,6,99.1641791044776,99.8243527995184,3,99.66,99.3277142283765,8,98.6732673267327,100.32099137066,2,99.66,99.3277142283765,8,"men Slalom",3
4,"Clement NOEL","France","FRA",99.7,0.709999999999994,99.2878635907723,2018,"Alpine","men","Slalom",99.6501749125437,99.3375075225677,4,99.6501749125437,99.3375075225677,3,99.6003996003996,99.3871514543631,4,99.6003996003996,99.3871514543631,3,99.500998003992,99.4864393179539,4,99.500998003992,99.4864393179539,3,99.2039800995025,99.7843029087262,4,99.2039800995025,99.7843029087262,2,98.7128712871287,100.28074222668,3,98.7128712871287,100.28074222668,1,"men Slalom",4
5,"Alexis PINTURAULT","France","FRA",99.72,0.72999999999999,99.2679502607301,2018,"Alpine","men","Slalom",99.6701649175412,99.3175842358604,5,99.6701649175412,99.3175842358604,5,99.6203796203796,99.3672182109907,5,99.6203796203796,99.3672182109907,4,99.5209580838323,99.4664861612515,5,99.5209580838323,99.4664861612515,4,99.2238805970149,99.7642900120337,5,99.2238805970149,99.7642900120337,3,98.7326732673267,100.260629763337,4,98.7326732673267,100.260629763337,2,"men Slalom",5
6,"Victor MUFFAT-JEANDET","France","FRA",99.75,0.759999999999991,99.2380952380952,2018,"Alpine","men","Slalom",99.7001499250375,99.2877142857143,6,99.7001499250375,99.2877142857143,6,99.6503496503497,99.3373333333333,6,99.6503496503497,99.3373333333333,5,99.5508982035928,99.4365714285714,6,99.5508982035928,99.4365714285714,5,99.2537313432836,99.7342857142857,6,99.2537313432836,99.7342857142857,4,98.7623762376238,100.230476190476,5,98.7623762376238,100.230476190476,3,"men Slalom",6
7,"Kristoffer JAKOBSEN","Sweden","SWE",99.94,0.949999999999989,99.0494296577947,2018,"Alpine","men","Slalom",99.8900549725138,99.0989543726236,7,99.8900549725138,99.0989543726236,7,99.8401598401598,99.1484790874525,7,99.8401598401598,99.1484790874525,7,99.7405189620758,99.2475285171103,7,99.7405189620758,99.2475285171103,7,99.4427860696517,99.5446768060836,7,99.4427860696517,99.5446768060836,6,98.950495049505,100.039923954373,6,98.950495049505,100.039923954373,4,"men Slalom",7
8,"Daniel YULE","Switzerland","SUI",100.12,1.13,98.8713543747503,2018,"Alpine","men","Slalom",100.069965017491,98.9207900519377,8,100.069965017491,98.9207900519377,8,100.01998001998,98.970225729125,8,100.01998001998,98.970225729125,8,99.9201596806387,99.0690970834998,8,99.9201596806387,99.0690970834998,8,99.6218905472637,99.365711146624,8,99.6218905472637,99.365711146624,7,99.1287128712871,99.8600679184978,8,99.1287128712871,99.8600679184978,6,"men Slalom",8
1,"Michelle GISIN","Switzerland","SUI",140.9,0,100,2018,"Alpine","women","Combined",140.9,100,1,140.9,100,1,140.9,100,1,140.9,100,1,140.9,100,1,140.9,100,1,140.9,100,1,140.9,100,1,140.9,100,2,140.9,100,1,"women Combined",1
2,"Mikaela SHIFFRIN","United States","USA",141.87,0.969999999999999,99.3162754634525,2018,"Alpine","women","Combined",141.799100449775,99.3659336011842,2,141.87,99.3162754634525,2,141.728271728272,99.4155917389159,2,141.87,99.3162754634525,2,141.586826347305,99.5149080143794,2,141.87,99.3162754634525,2,141.164179104478,99.8128568407697,2,141.87,99.3162754634525,2,140.465346534653,100.309438218087,1,141.87,99.3162754634525,4,"women Combined",2
3,"Wendy HOLDENER","Switzerland","SUI",142.34,1.44,98.9883377827736,2018,"Alpine","women","Combined",142.268865567216,99.037831951665,3,142.34,98.9883377827736,3,142.197802197802,99.0873261205564,3,142.34,98.9883377827736,3,142.055888223553,99.1863144583392,3,142.34,98.9883377827736,3,141.63184079602,99.4832794716875,3,142.34,98.9883377827736,5,140.930693069307,99.9782211606014,3,142.34,98.9883377827736,8,"women Combined",3
4,"Ragnhild MOWINCKEL","Norway","NOR",142.63,1.72999999999999,98.7870714435953,2018,"Alpine","women","Combined",142.55872063968,98.8364649793171,4,142.55872063968,98.8364649793171,4,142.487512487513,98.8858585150389,4,142.487512487513,98.8858585150389,4,142.345309381238,98.9846455864825,4,142.345309381238,98.9846455864825,4,141.92039800995,99.2810068008133,4,141.92039800995,99.2810068008133,3,141.217821782178,99.7749421580313,4,141.217821782178,99.7749421580313,2,"women Combined",4
5,"Petra VLHOVA","Slovakia","SVK",142.99,2.09,98.538359325827,2018,"Alpine","women","Combined",142.918540729635,98.5876285054899,5,142.918540729635,98.5876285054899,5,142.847152847153,98.6368976851528,5,142.847152847153,98.6368976851528,5,142.704590818363,98.7354360444786,5,142.704590818363,98.7354360444786,5,142.278606965174,99.0310511224561,5,142.278606965174,99.0310511224561,4,141.574257425743,99.5237429190853,5,141.574257425743,99.5237429190853,3,"women Combined",5
6,"Valerie GRENIER","Canada","CAN",143.44,2.53999999999999,98.2292247629671,2018,"Alpine","women","Combined",143.368315842079,98.2783393753486,6,143.368315842079,98.2783393753486,6,143.296703296703,98.3274539877301,6,143.296703296703,98.3274539877301,6,143.15369261477,98.425683212493,6,143.15369261477,98.425683212493,6,142.726368159204,98.7203708867819,6,142.726368159204,98.7203708867819,6,142.019801980198,99.2115170105968,6,142.019801980198,99.2115170105968,5,"women Combined",6
7,"Ramona SIEBENHOFER","Austria","AUT",143.45,2.54999999999998,98.2223771348902,2018,"Alpine","women","Combined",143.378310844578,98.2714883234577,7,143.378310844578,98.2714883234577,7,143.306693306693,98.3205995120251,7,143.306693306693,98.3205995120251,7,143.163672654691,98.41882188916,7,143.163672654691,98.41882188916,7,142.73631840796,98.7134890205647,7,142.73631840796,98.7134890205647,7,142.029702970297,99.2046009062391,7,142.029702970297,99.2046009062391,6,"women Combined",7
8,"Federica BRIGNONE","Italy","ITA",143.53,2.63,98.1676304605309,2018,"Alpine","women","Combined",143.458270864568,98.2167142757611,8,143.458270864568,98.2167142757611,8,143.386613386613,98.2657980909914,8,143.386613386613,98.2657980909914,8,143.243512974052,98.363965721452,8,143.243512974052,98.363965721452,8,142.81592039801,98.6584686128335,8,142.81592039801,98.6584686128335,8,142.108910891089,99.1493067651362,8,142.108910891089,99.1493067651362,7,"women Combined",8
1,"Sofia GOGGIA","Italy","ITA",99.22,0,100,2018,"Alpine","women","Downhill",99.22,100,1,99.22,100,1,99.22,100,2,99.22,100,1,99.22,100,2,99.22,100,1,99.22,100,3,99.22,100,1,99.22,100,4,99.22,100,2,"women Downhill",1
2,"Ragnhild MOWINCKEL","Norway","NOR",99.31,0.0900000000000034,99.9093746853288,2018,"Alpine","women","Downhill",99.2603698150925,99.9593293726714,2,99.31,99.9093746853288,2,99.2107892107892,100.009284060014,1,99.31,99.9093746853288,2,99.1117764471058,100.109193434699,1,99.31,99.9093746853288,2,98.81592039801,100.408921558755,1,99.31,99.9093746853288,2,98.3267326732673,100.908468432182,1,99.31,99.9093746853288,5,"women Downhill",2
3,"Lindsey VONN","United States","USA",99.69,0.469999999999999,99.5285384692547,2018,"Alpine","women","Downhill",99.640179910045,99.5783027384893,3,99.69,99.5285384692547,3,99.5904095904096,99.6280670077239,3,99.69,99.5285384692547,3,99.4910179640719,99.7275955461932,3,99.69,99.5285384692547,4,99.1940298507463,100.026181161601,2,99.69,99.5285384692547,4,98.7029702970297,100.523823853947,2,99.69,99.5285384692547,8,"women Downhill",3
4,"Tina WEIRATHER","Liechtenstein","LIE",99.85,0.629999999999995,99.3690535803706,2018,"Alpine","women","Downhill",99.800099950025,99.4187381071607,4,99.800099950025,99.4187381071607,4,99.7502497502498,99.4684226339509,4,99.7502497502498,99.4684226339509,4,99.6506986027944,99.5677916875313,4,99.6506986027944,99.5677916875313,3,99.3532338308458,99.8658988482724,4,99.3532338308458,99.8658988482724,3,98.8613861386139,100.362744116174,3,98.8613861386139,100.362744116174,1,"women Downhill",4
5,"Alice MCKENNIS","United States","USA",100.24,1.02000000000001,98.9824421388667,2018,"Alpine","women","Downhill",100.189905047476,99.0319333599361,5,100.189905047476,99.0319333599361,5,100.13986013986,99.0814245810056,5,100.13986013986,99.0814245810056,5,100.039920159681,99.1804070231445,5,100.039920159681,99.1804070231445,5,99.7412935323383,99.477354349561,5,99.7412935323383,99.477354349561,5,99.2475247524752,99.9722665602554,5,99.2475247524752,99.9722665602554,3,"women Downhill",5
6,"Corinne SUTER","Switzerland","SUI",100.29,1.06999999999999,98.9330940273208,2018,"Alpine","women","Downhill",100.23988005997,98.9825605743344,6,100.23988005997,98.9825605743344,6,100.18981018981,99.0320271213481,6,100.18981018981,99.0320271213481,6,100.089820359281,99.1309602153754,6,100.089820359281,99.1309602153754,6,99.7910447761194,99.4277594974574,6,99.7910447761194,99.4277594974574,6,99.2970297029703,99.922424967594,6,99.2970297029703,99.922424967594,4,"women Downhill",6
7,"Breezy JOHNSON","United States","USA",100.34,1.12,98.8837950966713,2018,"Alpine","women","Downhill",100.289855072464,98.9332369942196,7,100.289855072464,98.9332369942196,7,100.23976023976,98.982678891768,7,100.23976023976,98.982678891768,7,100.139720558882,99.0815626868647,7,100.139720558882,99.0815626868647,7,99.8407960199005,99.3782140721547,7,99.8407960199005,99.3782140721547,7,99.3465346534654,99.872633047638,7,99.3465346534654,99.872633047638,6,"women Downhill",7
8,"Michelle GISIN","Switzerland","SUI",100.55,1.33,98.6772749875684,2018,"Alpine","women","Downhill",100.499750124938,98.7266136250622,8,100.499750124938,98.7266136250622,8,100.44955044955,98.7759522625559,8,100.44955044955,98.7759522625559,8,100.349301397206,98.8746295375435,8,100.349301397206,98.8746295375435,8,100.049751243781,99.1706613625062,8,100.049751243781,99.1706613625062,8,99.5544554455445,99.6640477374441,8,99.5544554455445,99.6640477374441,7,"women Downhill",8
1,"Mikaela SHIFFRIN","United States","USA",140.02,0,100,2018,"Alpine","women","Giant Slalom",140.02,100,1,140.02,100,1,140.02,100,1,140.02,100,1,140.02,100,1,140.02,100,1,140.02,100,5,140.02,100,3,140.02,100,8,140.02,100,6,"women Giant Slalom",1
2,"Ragnhild MOWINCKEL","Norway","NOR",140.41,0.389999999999986,99.7222420055552,2018,"Alpine","women","Giant Slalom",140.339830084958,99.7721031265579,2,140.41,99.7222420055552,2,140.26973026973,99.8219642475607,2,140.41,99.7222420055552,2,140.129740518962,99.9216864895663,2,140.41,99.7222420055552,4,139.71144278607,100.220853215583,1,140.41,99.7222420055552,6,139.019801980198,100.719464425611,1,140.41,99.7222420055552,7,"women Giant Slalom",2
3,"Federica BRIGNONE","Italy","ITA",140.48,0.45999999999998,99.6725512528474,2018,"Alpine","women","Giant Slalom",140.409795102449,99.7223875284738,3,140.48,99.6725512528474,3,140.33966033966,99.7722238041002,3,140.48,99.6725512528474,4,140.199600798403,99.8718963553531,3,140.48,99.6725512528474,5,139.781094527363,100.170914009112,2,140.48,99.6725512528474,7,139.089108910891,100.669276765376,2,140.48,99.6725512528474,8,"women Giant Slalom",3
4,"Viktoria REBENSBURG","Germany","GER",140.6,0.579999999999984,99.5874822190612,2018,"Alpine","women","Giant Slalom",140.529735132434,99.6372759601707,4,140.529735132434,99.6372759601707,4,140.45954045954,99.6870697012802,4,140.45954045954,99.6870697012802,3,140.319361277445,99.7866571834993,4,140.319361277445,99.7866571834993,2,139.900497512438,100.085419630156,3,139.900497512438,100.085419630156,1,139.207920792079,100.583357041252,3,139.207920792079,100.583357041252,1,"women Giant Slalom",4
5,"Marta BASSINO","Italy","ITA",140.69,0.669999999999987,99.5237756770204,2018,"Alpine","women","Giant Slalom",140.619690154923,99.5735375648589,5,140.619690154923,99.5735375648589,5,140.549450549451,99.6232994526974,5,140.549450549451,99.6232994526974,5,140.409181636727,99.7228232283745,5,140.409181636727,99.7228232283745,3,139.990049751244,100.021394555406,4,139.990049751244,100.021394555406,2,139.29702970297,100.519013433791,4,139.29702970297,100.519013433791,2,"women Giant Slalom",5
6,"Frida HANSDOTTER","Sweden","SWE",141.05,1.03,99.2697624955689,2018,"Alpine","women","Giant Slalom",140.979510244878,99.3193973768167,6,140.979510244878,99.3193973768167,6,140.909090909091,99.3690322580645,6,140.909090909091,99.3690322580645,6,140.768463073852,99.4683020205601,6,140.768463073852,99.4683020205601,6,140.348258706468,99.7661113080468,6,140.348258706468,99.7661113080468,4,139.653465346535,100.262460120525,5,139.653465346535,100.262460120525,3,"women Giant Slalom",6
7,"Tessa WORLEY","France","FRA",141.06,1.03999999999999,99.2627250815256,2018,"Alpine","women","Giant Slalom",140.989505247376,99.3123564440664,7,140.989505247376,99.3123564440664,7,140.919080919081,99.3619878066071,7,140.919080919081,99.3619878066071,7,140.778443113772,99.4612505316886,7,140.778443113772,99.4612505316886,7,140.358208955224,99.7590387069332,7,140.358208955224,99.7590387069332,5,139.663366336634,100.255352332341,6,139.663366336634,100.255352332341,4,"women Giant Slalom",7
8,"Manuela MOELGG","Italy","ITA",141.2,1.17999999999998,99.1643059490085,2018,"Alpine","women","Giant Slalom",141.129435282359,99.213888101983,8,141.129435282359,99.213888101983,8,141.058941058941,99.2634702549575,8,141.058941058941,99.2634702549575,8,140.918163672655,99.3626345609065,8,140.918163672655,99.3626345609065,8,140.497512437811,99.6601274787536,8,140.497512437811,99.6601274787536,8,139.80198019802,100.155949008499,7,139.80198019802,100.155949008499,5,"women Giant Slalom",8
1,"Ester LEDECKA","Czech Republic","CZE",81.11,0,100,2018,"Alpine","women","Super G",81.11,100,2,81.11,100,1,81.11,100,2,81.11,100,1,81.11,100,5,81.11,100,3,81.11,100,7,81.11,100,5,81.11,100,8,81.11,100,6,"women Super G",1
2,"Anna VEITH","Austria","AUT",81.12,0.0100000000000051,99.9876725838264,2018,"Alpine","women","Super G",81.0794602698651,100.037666420118,1,81.12,99.9876725838264,2,81.038961038961,100.08766025641,1,81.12,99.9876725838264,2,80.9580838323353,100.187647928994,1,81.12,99.9876725838264,4,80.7164179104478,100.487610946746,1,81.12,99.9876725838264,6,80.3168316831683,100.987549309665,1,81.12,99.9876725838264,7,"women Super G",2
3,"Tina WEIRATHER","Liechtenstein","LIE",81.22,0.109999999999999,99.8645653779857,2018,"Alpine","women","Super G",81.1794102948526,99.9144976606747,3,81.22,99.8645653779857,4,81.1388611388611,99.9644299433637,3,81.22,99.8645653779857,5,81.0578842315369,100.064294508742,2,81.22,99.8645653779857,5,80.81592039801,100.363888204876,2,81.22,99.8645653779857,8,80.4158415841584,100.863211031766,2,81.22,99.8645653779857,8,"women Super G",3
4,"Lara GUT","Switzerland","SUI",81.23,0.120000000000005,99.852271328327,2018,"Alpine","women","Super G",81.1894052973513,99.9021974639911,4,81.1894052973513,99.9021974639911,3,81.1488511488512,99.9521235996553,4,81.1488511488512,99.9521235996553,3,81.0678642714571,100.051975870984,3,81.0678642714571,100.051975870984,1,80.8258706467662,100.351532684969,3,80.8258706467662,100.351532684969,1,80.4257425742574,100.85079404161,3,80.4257425742574,100.85079404161,1,"women Super G",4
5,"Johanna SCHNARF","Italy","ITA",81.27,0.159999999999997,99.8031253845207,2018,"Alpine","women","Super G",81.2293853073463,99.853026947213,5,81.2293853073463,99.853026947213,5,81.1888111888112,99.9029285099052,5,81.1888111888112,99.9029285099052,4,81.1077844311377,100.00273163529,4,81.1077844311377,100.00273163529,2,80.8656716417911,100.302141011443,4,80.8656716417911,100.302141011443,2,80.4653465346535,100.801156638366,4,80.4653465346535,100.801156638366,2,"women Super G",5
6,"Federica BRIGNONE","Italy","ITA",81.49,0.379999999999995,99.533685114738,2018,"Alpine","women","Super G",81.4492753623188,99.5834519572954,6,81.4492753623188,99.5834519572954,6,81.4085914085914,99.6332187998527,6,81.4085914085914,99.6332187998527,6,81.3273453093812,99.7327524849675,6,81.3273453093812,99.7327524849675,6,81.0845771144279,100.031353540312,5,81.0845771144279,100.031353540312,3,80.6831683168317,100.529021965885,5,80.6831683168317,100.529021965885,3,"women Super G",6
6,"Lindsey VONN","United States","USA",81.49,0.379999999999995,99.533685114738,2018,"Alpine","women","Super G",81.4492753623188,99.5834519572954,6,81.4492753623188,99.5834519572954,6,81.4085914085914,99.6332187998527,6,81.4085914085914,99.6332187998527,6,81.3273453093812,99.7327524849675,6,81.3273453093812,99.7327524849675,6,81.0845771144279,100.031353540312,5,81.0845771144279,100.031353540312,3,80.6831683168317,100.529021965885,5,80.6831683168317,100.529021965885,3,"women Super G",7
8,"Cornelia HUETTER","Austria","AUT",81.54,0.429999999999993,99.4726514594064,2018,"Alpine","women","Super G",81.4992503748126,99.5223877851361,8,81.4992503748126,99.5223877851361,8,81.4585414585415,99.5721241108658,8,81.4585414585415,99.5721241108658,8,81.377245508982,99.6715967623252,8,81.377245508982,99.6715967623252,8,81.134328358209,99.9700147167034,8,81.134328358209,99.9700147167034,7,80.7326732673267,100.467377974,7,80.7326732673267,100.467377974,5,"women Super G",8
1,"Frida HANSDOTTER","Sweden","SWE",98.63,0,100,2018,"Alpine","women","Slalom",98.63,100,1,98.63,100,1,98.63,100,2,98.63,100,1,98.63,100,2,98.63,100,1,98.63,100,4,98.63,100,2,98.63,100,5,98.63,100,3,"women Slalom",1
2,"Wendy HOLDENER","Switzerland","SUI",98.68,0.0500000000000114,99.9493311714633,2018,"Alpine","women","Slalom",98.6306846576712,99.999305837049,2,98.68,99.9493311714633,2,98.5814185814186,100.049280502635,1,98.68,99.9493311714633,2,98.4830339321357,100.149229833806,1,98.68,99.9493311714633,2,98.1890547263682,100.449077827321,1,98.68,99.9493311714633,3,97.7029702970297,100.948824483178,1,98.68,99.9493311714633,4,"women Slalom",2
3,"Katharina GALLHUBER","Austria","AUT",98.95,0.320000000000007,99.6766043456291,2018,"Alpine","women","Slalom",98.9005497251374,99.7264426478019,3,98.95,99.6766043456291,3,98.8511488511489,99.7762809499747,3,98.95,99.6766043456291,4,98.75249500998,99.8759575543204,3,98.95,99.6766043456291,4,98.4577114427861,100.174987367357,2,98.95,99.6766043456291,4,97.970297029703,100.673370389085,2,98.95,99.6766043456291,5,"women Slalom",3
4,"Mikaela SHIFFRIN","United States","USA",99.03,0.400000000000006,99.5960819953549,2018,"Alpine","women","Slalom",98.9805097451274,99.6458800363526,4,98.9805097451274,99.6458800363526,4,98.9310689310689,99.6956780773503,4,98.9310689310689,99.6956780773503,3,98.8323353293413,99.7952741593457,4,98.8323353293413,99.7952741593457,3,98.5373134328358,100.094062405332,3,98.5373134328358,100.094062405332,1,98.049504950495,100.592042815308,3,98.049504950495,100.592042815308,1,"women Slalom",4
5,"Anna SWENN LARSSON","Sweden","SWE",99.61,0.980000000000004,99.0161630358398,2018,"Alpine","women","Slalom",99.560219890055,99.0656711173577,5,99.560219890055,99.0656711173577,5,99.5104895104895,99.1151791988756,5,99.5104895104895,99.1151791988756,5,99.4111776447106,99.2141953619115,5,99.4111776447106,99.2141953619115,5,99.1144278606965,99.511243851019,5,99.1144278606965,99.511243851019,5,98.6237623762376,100.006324666198,4,98.6237623762376,100.006324666198,2,"women Slalom",5
6,"Nina HAVER-LOESETH","Norway","NOR",100.16,1.53,98.4724440894569,2018,"Alpine","women","Slalom",100.109945027486,98.5216803115016,6,100.109945027486,98.5216803115016,6,100.05994005994,98.5709165335463,6,100.05994005994,98.5709165335463,6,99.9600798403194,98.6693889776358,6,99.9600798403194,98.6693889776358,6,99.6616915422886,98.9648063099041,6,99.6616915422886,98.9648063099041,6,99.1683168316832,99.4571685303514,6,99.1683168316832,99.4571685303514,6,"women Slalom",6
7,"Bernadette SCHILD","Austria","AUT",100.18,1.55000000000001,98.4527849870233,2018,"Alpine","women","Slalom",100.129935032484,98.5020113795169,7,100.129935032484,98.5020113795169,7,100.07992007992,98.5512377720104,7,100.07992007992,98.5512377720104,7,99.9800399201597,98.6496905569974,7,99.9800399201597,98.6496905569974,7,99.681592039801,98.9450489119584,7,99.681592039801,98.9450489119584,7,99.1881188118812,99.4373128368936,7,99.1881188118812,99.4373128368936,7,"women Slalom",7
8,"Katharina LIENSBERGER","Austria","AUT",100.57,1.94,98.0709953266382,2018,"Alpine","women","Slalom",100.519740129935,98.1200308243015,8,100.519740129935,98.1200308243015,8,100.46953046953,98.1690663219648,8,100.46953046953,98.1690663219648,8,100.369261477046,98.2671373172914,8,100.369261477046,98.2671373172914,8,100.069651741294,98.5613503032713,8,100.069651741294,98.5613503032713,8,99.5742574257426,99.0517052799045,8,99.5742574257426,99.0517052799045,8,"women Slalom",8
1,"Justin KRIPPS & Alexander KOPACZ","Canada","CAN",196.86,0,100,2018,"Bobsleigh","men","Two-Man",196.86,100,2,196.86,100,1,196.86,100,2,196.86,100,1,196.86,100,4,196.86,100,3,196.86,100,7,196.86,100,6,196.86,100,7,196.86,100,6,"men Two-Man",1
1,"Francesco FRIEDRICH & Thorsten MARGIS","Germany","GER",196.86,0,100,2018,"Bobsleigh","men","Two-Man",196.86,100,2,196.86,100,1,196.86,100,2,196.86,100,1,196.86,100,4,196.86,100,3,196.86,100,7,196.86,100,6,196.86,100,7,196.86,100,6,"men Two-Man",2
3,"Oskars MELBARDIS & Janis STRENGA","Latvia","LAT",196.91,0.0499999999999829,99.9746076887918,2018,"Bobsleigh","men","Two-Man",196.811594202899,100.024594992636,1,196.91,99.9746076887918,3,196.713286713287,100.074582296481,1,196.91,99.9746076887918,4,196.516966067864,100.174556904169,1,196.91,99.9746076887918,5,195.930348258706,100.474480727236,1,196.91,99.9746076887918,8,194.960396039604,100.97435376568,1,196.91,99.9746076887918,8,"men Two-Man",3
4,"Nico WALTHER & Christian POSER","Germany","GER",197.06,0.199999999999989,99.8985080686085,2018,"Bobsleigh","men","Two-Man",196.96151924038,99.9484573226429,4,196.96151924038,99.9484573226429,4,196.863136863137,99.9984065766772,4,196.863136863137,99.9984065766772,3,196.666666666667,100.098305084746,2,196.666666666667,100.098305084746,1,196.07960199005,100.398000608952,2,196.07960199005,100.398000608952,1,195.108910891089,100.897493149295,2,195.108910891089,100.897493149295,1,"men Two-Man",4
