"rank","name","country","countrycode","time","timeBehind","performance","year","sport","gender","event","allbutfirst005percentfaster_time","allbutfirst005percentfaster_performance","allbutfirst005percentfaster_rank","allbutmedalists005percentfaster_time","allbutmedalists005percentfaster_performance","allbutmedalists005percentfaster_rank","allbutfirst01percentfaster_time","allbutfirst01percentfaster_performance","allbutfirst01percentfaster_rank","allbutmedalists01percentfaster_time","allbutmedalists01percentfaster_performance","allbutmedalists01percentfaster_rank","allbutfirst02percentfaster_time","allbutfirst02percentfaster_performance","allbutfirst02percentfaster_rank","allbutmedalists02percentfaster_time","allbutmedalists02percentfaster_performance","allbutmedalists02percentfaster_rank","allbutfirst05percentfaster_time","allbutfirst05percentfaster_performance","allbutfirst05percentfaster_rank","allbutmedalists05percentfaster_time","allbutmedalists05percentfaster_performance","allbutmedalists05percentfaster_rank","allbutfirst1percentfaster_time","allbutfirst1percentfaster_performance","allbutfirst1percentfaster_rank","allbutmedalists1percentfaster_time","allbutmedalists1percentfaster_performance","allbutmedalists1percentfaster_rank","genderEvent","position"
7,"Lelde PRIEDULENA","Latvia","LAT",208.49,1.21000000000001,99.4196364334021,2018,"Skeleton","women","Singles",208.385807096452,99.4693462516188,7,208.385807096452,99.4693462516188,7,208.281718281718,99.5190560698355,7,208.281718281718,99.5190560698355,7,208.073852295409,99.6184757062689,7,208.073852295409,99.6184757062689,7,207.452736318408,99.9167346155691,7,207.452736318408,99.9167346155691,5,206.425742574257,100.413832797736,6,206.425742574257,100.413832797736,4,"women Singles",7
8,"Kimberley BOS","Netherlands","NED",208.59,1.31,99.3719737283666,2018,"Skeleton","women","Singles",208.485757121439,99.4216597152308,8,208.485757121439,99.4216597152308,8,208.381618381618,99.471345702095,8,208.381618381618,99.471345702095,8,208.173652694611,99.5707176758234,8,208.173652694611,99.5707176758234,8,207.55223880597,99.8688335970085,8,207.55223880597,99.8688335970085,6,206.524752475248,100.36569346565,7,206.524752475248,100.36569346565,5,"women Singles",8
1,"Havard LORENTZEN","Norway","NOR",34.41,0,100,2018,"Speed_Skating","men","500 meters",34.41,100,2,34.41,100,1,34.41,100,2,34.41,100,1,34.41,100,2,34.41,100,1,34.41,100,2,34.41,100,1,34.41,100,4,34.41,100,2,"men 500 meters",1
2,"Min Kyu CHA","Republic of Korea","KOR",34.42,0.0100000000000051,99.9709471237652,2018,"Speed_Skating","men","500 meters",34.4027986006997,100.020932597327,1,34.42,99.9709471237652,2,34.3856143856144,100.070918070889,1,34.42,99.9709471237652,2,34.3512974051896,100.170889018013,1,34.42,99.9709471237652,2,34.2487562189055,100.470801859384,1,34.42,99.9709471237652,2,34.0792079207921,100.970656595003,1,34.42,99.9709471237652,3,"men 500 meters",2
3,"Tingyu GAO","China","CHN",34.65,0.240000000000002,99.3073593073593,2018,"Speed_Skating","men","500 meters",34.6326836581709,99.357012987013,3,34.65,99.3073593073593,3,34.6153846153846,99.4066666666666,3,34.65,99.3073593073593,4,34.5808383233533,99.505974025974,3,34.65,99.3073593073593,4,34.4776119402985,99.8038961038961,3,34.65,99.3073593073593,5,34.3069306930693,100.300432900433,2,34.65,99.3073593073593,8,"men 500 meters",3
4,"Mika POUTALA","Finland","FIN",34.68,0.270000000000003,99.2214532871972,2018,"Speed_Skating","men","500 meters",34.6626686656672,99.2710640138408,4,34.6626686656672,99.2710640138408,4,34.6453546453547,99.3206747404844,4,34.6453546453547,99.3206747404844,3,34.6107784431138,99.4198961937716,4,34.6107784431138,99.4198961937716,3,34.5074626865672,99.7175605536332,4,34.5074626865672,99.7175605536332,3,34.3366336633663,100.213667820069,3,34.3366336633663,100.213667820069,1,"men 500 meters",4
5,"Daichi YAMANAKA","Japan","JPN",34.78,0.370000000000005,98.9361702127659,2018,"Speed_Skating","men","500 meters",34.7626186906547,98.9856382978723,5,34.7626186906547,98.9856382978723,5,34.7452547452547,99.0351063829787,5,34.7452547452547,99.0351063829787,5,34.7105788423154,99.1340425531915,5,34.7105788423154,99.1340425531915,5,34.6069651741294,99.4308510638298,5,34.6069651741294,99.4308510638298,4,34.4356435643564,99.9255319148936,5,34.4356435643564,99.9255319148936,4,"men 500 meters",5
6,"Joji KATO","Japan","JPN",34.831,0.421000000000006,98.7913065947001,2018,"Speed_Skating","men","500 meters",34.8135932033983,98.8407022479974,6,34.8135932033983,98.8407022479974,6,34.7962037962038,98.8900979012948,6,34.7962037962038,98.8900979012948,6,34.7614770459082,98.9888892078895,6,34.7614770459082,98.9888892078895,6,34.6577114427861,99.2852631276736,6,34.6577114427861,99.2852631276736,6,34.4861386138614,99.7792196606471,6,34.4861386138614,99.7792196606471,5,"men 500 meters",6
7,"Ronald MULDER","Netherlands","NED",34.839,0.429000000000002,98.7686213725997,2018,"Speed_Skating","men","500 meters",34.8215892053973,98.818005683286,7,34.8215892053973,98.818005683286,7,34.8041958041958,98.8673899939723,7,34.8041958041958,98.8673899939723,7,34.7694610778443,98.9661586153449,7,34.7694610778443,98.9661586153449,7,34.6656716417911,99.2624644794626,7,34.6656716417911,99.2624644794626,7,34.4940594059406,99.7563075863257,7,34.4940594059406,99.7563075863257,6,"men 500 meters",7
8,"Nico IHLE","Germany","GER",34.89,0.480000000000004,98.6242476354256,2018,"Speed_Skating","men","500 meters",34.8725637181409,98.6735597592433,8,34.8725637181409,98.6735597592433,8,34.8551448551449,98.722871883061,8,34.8551448551449,98.722871883061,8,34.8203592814371,98.8214961306965,8,34.8203592814371,98.8214961306965,8,34.7164179104478,99.1173688736027,8,34.7164179104478,99.1173688736027,8,34.5445544554455,99.6104901117799,8,34.5445544554455,99.6104901117799,7,"men 500 meters",8
1,"Kjeld NUIS","Netherlands","NED",67.95,0,100,2018,"Speed_Skating","men","1000 meters",67.95,100,1,67.95,100,1,67.95,100,2,67.95,100,1,67.95,100,2,67.95,100,1,67.95,100,3,67.95,100,1,67.95,100,6,67.95,100,4,"men 1000 meters",1
2,"Havard LORENTZEN","Norway","NOR",67.99,0.039999999999992,99.9411678187969,2018,"Speed_Skating","men","1000 meters",67.9560219890055,99.9911384027063,2,67.99,99.9411678187969,2,67.9220779220779,100.041108986616,1,67.99,99.9411678187969,2,67.8542914171657,100.141050154434,1,67.99,99.9411678187969,2,67.6517412935323,100.440873657891,1,67.99,99.9411678187969,2,67.3168316831683,100.940579496985,1,67.99,99.9411678187969,5,"men 1000 meters",2
3,"Tae-Yun KIM","Republic of Korea","KOR",68.22,0.269999999999996,99.6042216358839,2018,"Speed_Skating","men","1000 meters",68.1859070464768,99.6540237467018,3,68.22,99.6042216358839,3,68.1518481518482,99.7038258575198,3,68.22,99.6042216358839,3,68.0838323353293,99.8034300791557,3,68.22,99.6042216358839,3,67.8805970149254,100.102242744063,2,68.22,99.6042216358839,3,67.5445544554455,100.600263852243,2,68.22,99.6042216358839,7,"men 1000 meters",3
4,"Joey MANTIA","United States","USA",68.564,0.61399999999999,99.1044863193513,2018,"Speed_Skating","men","1000 meters",68.5297351324338,99.1540385625109,4,68.5297351324338,99.1540385625109,4,68.4955044955045,99.2035908056706,4,68.4955044955045,99.2035908056706,4,68.4271457085828,99.30269529199,4,68.4271457085828,99.30269529199,4,68.2228855721393,99.600008750948,4,68.2228855721393,99.600008750948,4,67.8851485148515,100.095531182545,3,67.8851485148515,100.095531182545,1,"men 1000 meters",4
5,"Takuro ODA","Japan","JPN",68.568,0.617999999999995,99.0987049352468,2018,"Speed_Skating","men","1000 meters",68.5337331334333,99.1482542877144,5,68.5337331334333,99.1482542877144,5,68.4995004995005,99.197803640182,5,68.4995004995005,99.197803640182,5,68.4311377245509,99.2969023451173,5,68.4311377245509,99.2969023451173,5,68.2268656716418,99.594198459923,5,68.2268656716418,99.594198459923,5,67.8891089108911,100.089691984599,4,67.8891089108911,100.089691984599,2,"men 1000 meters",5
6,"Kai VERBIJ","Netherlands","NED",68.61,0.659999999999997,99.0380411018802,2018,"Speed_Skating","men","1000 meters",68.575712143928,99.0875601224311,6,68.575712143928,99.0875601224311,6,68.5414585414586,99.1370791429821,6,68.5414585414586,99.1370791429821,6,68.4730538922156,99.236117184084,6,68.4730538922156,99.236117184084,6,68.2686567164179,99.5332313073896,6,68.2686567164179,99.5332313073896,6,67.9306930693069,100.028421512899,5,67.9306930693069,100.028421512899,3,"men 1000 meters",6
7,"Shani DAVIS","United States","USA",68.78,0.829999999999998,98.7932538528642,2018,"Speed_Skating","men","1000 meters",68.7456271864068,98.8426504797906,7,68.7456271864068,98.8426504797906,7,68.7112887112887,98.8920471067171,7,68.7112887112887,98.8920471067171,7,68.6427145708583,98.9908403605699,7,68.6427145708583,98.9908403605699,7,68.4378109452736,99.2872201221285,7,68.4378109452736,99.2872201221285,7,68.0990099009901,99.7811863913929,7,68.0990099009901,99.7811863913929,6,"men 1000 meters",7
8,"Nico IHLE","Germany","GER",68.93,0.980000000000004,98.5782678079211,2018,"Speed_Skating","men","1000 meters",68.8955522238881,98.627556941825,8,68.8955522238881,98.627556941825,8,68.8611388611389,98.676846075729,8,68.8611388611389,98.676846075729,8,68.7924151696607,98.7754243435369,8,68.7924151696607,98.7754243435369,8,68.5870646766169,99.0711591469607,8,68.5870646766169,99.0711591469607,8,68.2475247524753,99.5640504860003,8,68.2475247524753,99.5640504860003,8,"men 1000 meters",8
1,"Kjeld NUIS","Netherlands","NED",104.01,0,100,2018,"Speed_Skating","men","1500 meters",104.01,100,1,104.01,100,1,104.01,100,1,104.01,100,1,104.01,100,1,104.01,100,1,104.01,100,1,104.01,100,1,104.01,100,3,104.01,100,1,"men 1500 meters",1
2,"Patrick ROEST","Netherlands","NED",104.86,0.849999999999994,99.189395384322,2018,"Speed_Skating","men","1500 meters",104.807596201899,99.2389900820141,2,104.86,99.189395384322,2,104.755244755245,99.2885847797063,2,104.86,99.189395384322,2,104.650698602794,99.3877741750906,2,104.86,99.189395384322,2,104.338308457711,99.6853423612436,2,104.86,99.189395384322,3,103.821782178218,100.181289338165,1,104.86,99.189395384322,7,"men 1500 meters",2
3,"Min Seok KIM","Republic of Korea","KOR",104.93,0.920000000000002,99.1232250071476,2018,"Speed_Skating","men","1500 meters",104.87756121939,99.1727866196512,3,104.93,99.1232250071476,3,104.825174825175,99.2223482321548,3,104.93,99.1232250071476,3,104.720558882236,99.3214714571619,3,104.93,99.1232250071476,3,104.407960199005,99.6188411321833,3,104.93,99.1232250071476,5,103.891089108911,100.114457257219,2,104.93,99.1232250071476,8,"men 1500 meters",3
4,"Haralds SILOVS","Latvia","LAT",105.25,1.23999999999999,98.8218527315914,2018,"Speed_Skating","men","1500 meters",105.19740129935,98.8712636579572,4,105.19740129935,98.8712636579572,4,105.144855144855,98.920674584323,4,105.144855144855,98.920674584323,4,105.039920159681,99.0194964370546,4,105.039920159681,99.0194964370546,4,104.726368159204,99.3159619952494,4,104.726368159204,99.3159619952494,2,104.207920792079,99.8100712589074,4,104.207920792079,99.8100712589074,2,"men 1500 meters",4
5,"Takuro ODA","Japan","JPN",105.44,1.42999999999999,98.6437784522003,2018,"Speed_Skating","men","1500 meters",105.387306346827,98.6931003414264,5,105.387306346827,98.6931003414264,5,105.334665334665,98.7424222306525,5,105.334665334665,98.7424222306525,5,105.229540918164,98.8410660091047,5,105.229540918164,98.8410660091047,5,104.915422885572,99.1369973444613,5,104.915422885572,99.1369973444613,4,104.39603960396,99.6302162367223,5,104.39603960396,99.6302162367223,3,"men 1500 meters",5
6,"Bart SWINGS","Belgium","BEL",105.49,1.47999999999999,98.5970234145417,2018,"Speed_Skating","men","1500 meters",105.43728135932,98.6463219262489,6,105.43728135932,98.6463219262489,6,105.384615384615,98.6956204379562,6,105.384615384615,98.6956204379562,6,105.279441117764,98.7942174613708,6,105.279441117764,98.7942174613708,6,104.965174129353,99.0900085316144,6,104.965174129353,99.0900085316144,6,104.445544554455,99.5829936486871,6,104.445544554455,99.5829936486871,4,"men 1500 meters",6
7,"Sindre HENRIKSEN","Norway","NOR",105.64,1.63,98.4570238546005,2018,"Speed_Skating","men","1500 meters",105.587206396802,98.5062523665278,7,105.587206396802,98.5062523665278,7,105.534465534466,98.5554808784551,7,105.534465534466,98.5554808784551,7,105.429141716567,98.6539379023097,7,105.429141716567,98.6539379023097,7,105.114427860697,98.9493089738735,7,105.114427860697,98.9493089738735,7,104.594059405941,99.4415940931465,7,104.594059405941,99.4415940931465,5,"men 1500 meters",7
8,"Joey MANTIA","United States","USA",105.86,1.84999999999999,98.2524088418666,2018,"Speed_Skating","men","1500 meters",105.807096451774,98.3015350462876,8,105.807096451774,98.3015350462876,8,105.754245754246,98.3506612507085,8,105.754245754246,98.3506612507085,8,105.64870259481,98.4489136595504,8,105.64870259481,98.4489136595504,8,105.333333333333,98.7436708860759,8,105.333333333333,98.7436708860759,8,104.811881188119,99.2349329302853,8,104.811881188119,99.2349329302853,6,"men 1500 meters",8
1,"Sven KRAMER","Netherlands","NED",369.76,0,100,2018,"Speed_Skating","men","5000 meters",369.76,100,1,369.76,100,1,369.76,100,1,369.76,100,1,369.76,100,1,369.76,100,1,369.76,100,1,369.76,100,1,369.76,100,3,369.76,100,1,"men 5000 meters",1
2,"Ted-Jan BLOEMEN","Canada","CAN",371.616,1.85599999999999,99.5005597175579,2018,"Speed_Skating","men","5000 meters",371.430284857571,99.5503099974167,2,371.616,99.5005597175579,2,371.244755244755,99.6000602772755,2,371.616,99.5005597175579,2,370.874251497006,99.699560836993,2,371.616,99.5005597175579,2,369.767164179104,99.9980625161457,2,371.616,99.5005597175579,2,367.936633663366,100.495565314733,1,371.616,99.5005597175579,6,"men 5000 meters",2
3,"Sverre Lunde PEDERSEN","Norway","NOR",371.618,1.858,99.5000242184178,2018,"Speed_Skating","men","5000 meters",371.432283858071,99.549774230527,3,371.618,99.5000242184178,3,371.246753246753,99.5995242426362,3,371.618,99.5000242184178,3,370.87624750499,99.6990242668547,3,371.618,99.5000242184178,3,369.769154228856,99.9975243395099,3,371.618,99.5000242184178,3,367.938613861386,100.495024460602,2,371.618,99.5000242184178,7,"men 5000 meters",3
4,"Peter MICHAEL","New Zealand","NZL",374.07,4.31,98.8478092335659,2018,"Speed_Skating","men","5000 meters",373.883058470765,98.8972331381827,4,373.883058470765,98.8972331381827,4,373.696303696304,98.9466570427995,4,373.696303696304,98.9466570427995,4,373.323353293413,99.045504852033,4,373.323353293413,99.045504852033,4,372.208955223881,99.3420482797337,4,372.208955223881,99.3420482797337,4,370.366336633663,99.8362873259016,4,370.366336633663,99.8362873259016,2,"men 5000 meters",4
5,"Seung-Hoon LEE","Republic of Korea","KOR",374.15,4.38999999999999,98.8266737939329,2018,"Speed_Skating","men","5000 meters",373.963018490755,98.8760871308299,5,373.963018490755,98.8760871308299,5,373.776223776224,98.9255004677268,5,373.776223776224,98.9255004677268,5,373.403193612774,99.0243271415208,5,373.403193612774,99.0243271415208,5,372.28855721393,99.3208071629026,5,372.28855721393,99.3208071629026,5,370.445544554455,99.8149405318723,5,370.445544554455,99.8149405318723,3,"men 5000 meters",5
6,"Bart SWINGS","Belgium","BEL",374.57,4.81,98.715860853779,2018,"Speed_Skating","men","5000 meters",374.382808595702,98.7652187842059,6,374.382808595702,98.7652187842059,6,374.195804195804,98.8145767146328,6,374.195804195804,98.8145767146328,6,373.822355289421,98.9132925754866,6,373.822355289421,98.9132925754866,6,372.706467661692,99.2094401580479,6,372.706467661692,99.2094401580479,6,370.861386138614,99.7030194623168,6,370.861386138614,99.7030194623168,4,"men 5000 meters",6
7,"Jan BLOKHUIJSEN","Netherlands","NED",374.75,4.99000000000001,98.6684456304203,2018,"Speed_Skating","men","5000 meters",374.56271864068,98.7177798532355,7,374.56271864068,98.7177798532355,7,374.375624375624,98.7671140760507,7,374.375624375624,98.7671140760507,7,374.001996007984,98.8657825216811,7,374.001996007984,98.8657825216811,7,372.885572139304,99.1617878585724,7,372.885572139304,99.1617878585724,7,371.039603960396,99.6551300867245,7,371.039603960396,99.6551300867245,5,"men 5000 meters",7
8,"Nicola TUMOLERO","Italy","ITA",375.48,5.72000000000003,98.476616597422,2018,"Speed_Skating","men","5000 meters",375.292353823088,98.5258549057207,8,375.292353823088,98.5258549057207,8,375.104895104895,98.5750932140194,8,375.104895104895,98.5750932140194,8,374.730538922156,98.6735698306168,8,374.730538922156,98.6735698306168,8,373.611940298508,98.9689996804091,8,373.611940298508,98.9689996804091,8,371.762376237624,99.4613827633962,8,371.762376237624,99.4613827633962,8,"men 5000 meters",8
1,"Ted-Jan BLOEMEN","Canada","CAN",759.77,0,100,2018,"Speed_Skating","men","10000 meters",759.77,100,1,759.77,100,1,759.77,100,1,759.77,100,1,759.77,100,1,759.77,100,1,759.77,100,2,759.77,100,1,759.77,100,2,759.77,100,1,"men 10000 meters",1
2,"Jorrit BERGSMA","Netherlands","NED",761.98,2.21000000000004,99.7099661408436,2018,"Speed_Skating","men","10000 meters",761.5992003998,99.759821123914,2,761.98,99.7099661408436,2,761.218781218781,99.8096761069844,2,761.98,99.7099661408436,2,760.459081836327,99.9093860731253,2,761.98,99.7099661408436,2,758.189054726368,100.208515971548,1,761.98,99.7099661408436,2,754.435643564356,100.707065802252,1,761.98,99.7099661408436,2,"men 10000 meters",2
3,"Nicola TUMOLERO","Italy","ITA",774.32,14.5500000000001,98.120931914454,2018,"Speed_Skating","men","10000 meters",773.933033483258,98.1699923804112,3,774.32,98.120931914454,3,773.546453546454,98.2190528463684,3,774.32,98.120931914454,3,772.774451097804,98.3171737782829,3,774.32,98.120931914454,4,770.467661691542,98.6115365740262,3,774.32,98.120931914454,4,766.653465346535,99.1021412335985,3,774.32,98.120931914454,7,"men 10000 meters",3
4,"Seung-Hoon LEE","Republic of Korea","KOR",775.54,15.77,97.9665781262088,2018,"Speed_Skating","men","10000 meters",775.152423788106,98.0155614152719,4,775.152423788106,98.0155614152719,4,774.765234765235,98.064544704335,4,774.765234765235,98.064544704335,4,773.992015968064,98.1625112824613,4,773.992015968064,98.1625112824613,3,771.681592039801,98.4564110168399,4,771.681592039801,98.4564110168399,3,767.861386138614,98.9462439074709,4,767.861386138614,98.9462439074709,3,"men 10000 meters",4
5,"Jordan BELCHOS","Canada","CAN",779.51,19.74,97.4676399276469,2018,"Speed_Skating","men","10000 meters",779.12043978011,97.5163737476107,5,779.12043978011,97.5163737476107,5,778.731268731269,97.5651075675745,5,778.731268731269,97.5651075675745,5,777.954091816367,97.6625752075021,5,777.954091816367,97.6625752075021,5,775.63184079602,97.9549781272851,5,775.63184079602,97.9549781272851,5,771.792079207921,98.4423163269233,5,771.792079207921,98.4423163269233,4,"men 10000 meters",5
6,"Sven KRAMER","Netherlands","NED",781.02,21.25,97.2791989961845,2018,"Speed_Skating","men","10000 meters",780.629685157421,97.3278385956826,6,780.629685157421,97.3278385956826,6,780.23976023976,97.3764781951807,6,780.23976023976,97.3764781951807,6,779.461077844311,97.4737573941768,6,779.461077844311,97.4737573941768,6,777.134328358209,97.7655949911654,6,777.134328358209,97.7655949911654,6,773.287128712871,98.2519909861463,6,773.287128712871,98.2519909861463,5,"men 10000 meters",6
7,"Patrick BECKERT","Germany","GER",781.94,22.1700000000001,97.1647440980126,2018,"Speed_Skating","men","10000 meters",781.549225387306,97.2133264700616,7,781.549225387306,97.2133264700616,7,781.158841158841,97.2619088421106,7,781.158841158841,97.2619088421106,7,780.379241516966,97.3590735862087,7,780.379241516966,97.3590735862087,7,778.049751243781,97.6505678185027,7,778.049751243781,97.6505678185027,7,774.19801980198,98.1363915389928,7,774.19801980198,98.1363915389928,6,"men 10000 meters",7
8,"Bart SWINGS","Belgium","BEL",783.53,23.76,96.9675698441668,2018,"Speed_Skating","men","10000 meters",783.138430784608,97.0160536290889,8,783.138430784608,97.0160536290889,8,782.747252747253,97.0645374140109,8,782.747252747253,97.0645374140109,8,781.966067864271,97.1615049838551,8,781.966067864271,97.1615049838551,8,779.63184079602,97.4524076933876,8,779.63184079602,97.4524076933876,8,775.772277227723,97.9372455426085,8,775.772277227723,97.9372455426085,8,"men 10000 meters",8
1,"Nao KODAIRA","Japan","JPN",36.94,0,100,2018,"Speed_Skating","women","500 meters",36.94,100,1,36.94,100,1,36.94,100,1,36.94,100,1,36.94,100,1,36.94,100,1,36.94,100,1,36.94,100,1,36.94,100,1,36.94,100,1,"women 500 meters",1
2,"Sang-Hwa LEE","Republic of Korea","KOR",37.33,0.390000000000001,98.9552638628449,2018,"Speed_Skating","women","500 meters",37.3113443278361,99.0047414947763,2,37.33,98.9552638628449,2,37.2927072927073,99.0542191267077,2,37.33,98.9552638628449,2,37.2554890219561,99.1531743905706,2,37.33,98.9552638628449,2,37.1442786069652,99.4500401821591,2,37.33,98.9552638628449,3,36.960396039604,99.9448165014734,2,37.33,98.9552638628449,7,"women 500 meters",2
3,"Karolina ERBANOVA","Czech Republic","CZE",37.34,0.400000000000006,98.9287627209427,2018,"Speed_Skating","women","500 meters",37.3213393303348,98.9782271023031,3,37.34,98.9287627209427,3,37.3026973026973,99.0276914836636,3,37.34,98.9287627209427,3,37.2654690618763,99.1266202463846,3,37.34,98.9287627209427,3,37.1542288557214,99.4234065345474,3,37.34,98.9287627209427,4,36.970297029703,99.9180503481521,3,37.34,98.9287627209427,8,"women 500 meters",3
4,"Vanessa HERZOG","Austria","AUT",37.51,0.57,98.4804052252733,2018,"Speed_Skating","women","500 meters",37.4912543728136,98.5296454278859,4,37.4912543728136,98.5296454278859,4,37.4725274725275,98.5788856304985,4,37.4725274725275,98.5788856304985,4,37.435129740519,98.6773660357238,4,37.435129740519,98.6773660357238,4,37.3233830845771,98.9728072513996,4,37.3233830845771,98.9728072513996,2,37.1386138613861,99.465209277526,4,37.1386138613861,99.465209277526,2,"women 500 meters",4
5,"Brittany BOWE","United States","USA",37.53,0.590000000000003,98.4279243272049,2018,"Speed_Skating","women","500 meters",37.5112443778111,98.4771382893685,5,37.5112443778111,98.4771382893685,5,37.4925074925075,98.5263522515321,5,37.4925074925075,98.5263522515321,5,37.4550898203593,98.6247801758593,5,37.4550898203593,98.6247801758593,5,37.3432835820896,98.9200639488409,5,37.3432835820896,98.9200639488409,5,37.1584158415842,99.4122035704769,5,37.1584158415842,99.4122035704769,3,"women 500 meters",5
6,"Jorien TER MORS","Netherlands","NED",37.539,0.599000000000004,98.4043261674525,2018,"Speed_Skating","women","500 meters",37.52023988006,98.4535283305362,6,37.52023988006,98.4535283305362,6,37.5014985014985,98.5027304936199,6,37.5014985014985,98.5027304936199,6,37.4640718562874,98.6011348197874,6,37.4640718562874,98.6011348197874,6,37.3522388059702,98.8963477982898,6,37.3522388059702,98.8963477982898,6,37.1673267326733,99.388369429127,6,37.1673267326733,99.388369429127,4,"women 500 meters",6
7,"Angelina GOLIKOVA","Olympic Athlete from Russia","OAR",37.62,0.68,98.1924508240298,2018,"Speed_Skating","women","500 meters",37.6011994002998,98.2415470494418,7,37.6011994002998,98.2415470494418,7,37.5824175824176,98.2906432748538,7,37.5824175824176,98.2906432748538,7,37.5449101796407,98.3888357256778,7,37.5449101796407,98.3888357256778,7,37.4328358208955,98.6834130781499,7,37.4328358208955,98.6834130781499,7,37.2475247524752,99.1743753322701,7,37.2475247524752,99.1743753322701,5,"women 500 meters",7
8,"Arisa GO","Japan","JPN",37.67,0.730000000000004,98.0621183966021,2018,"Speed_Skating","women","500 meters",37.6511744127936,98.1111494558003,8,37.6511744127936,98.1111494558003,8,37.6323676323676,98.1601805149987,8,37.6323676323676,98.1601805149987,8,37.5948103792415,98.2582426333953,8,37.5948103792415,98.2582426333953,8,37.4825870646766,98.5524289885851,8,37.4825870646766,98.5524289885851,8,37.2970297029703,99.0427395805681,8,37.2970297029703,99.0427395805681,6,"women 500 meters",8
1,"Jorien TER MORS","Netherlands","NED",73.56,0,100,2018,"Speed_Skating","women","1000 meters",73.56,100,1,73.56,100,1,73.56,100,1,73.56,100,1,73.56,100,1,73.56,100,1,73.56,100,2,73.56,100,1,73.56,100,3,73.56,100,1,"women 1000 meters",1
2,"Nao KODAIRA","Japan","JPN",73.82,0.259999999999991,99.6477919263072,2018,"Speed_Skating","women","1000 meters",73.7831084457771,99.6976158222704,2,73.82,99.6477919263072,2,73.7462537462537,99.7474397182336,2,73.82,99.6477919263072,2,73.6726546906188,99.8470875101599,2,73.82,99.6477919263072,2,73.452736318408,100.146030885939,1,73.82,99.6477919263072,2,73.0891089108911,100.64426984557,1,73.82,99.6477919263072,4,"women 1000 meters",2
3,"Miho TAKAGI","Japan","JPN",73.98,0.420000000000002,99.4322789943228,2018,"Speed_Skating","women","1000 meters",73.9430284857571,99.48199513382,3,73.98,99.4322789943228,3,73.9060939060939,99.5317112733171,3,73.98,99.4322789943228,3,73.8323353293413,99.6311435523114,3,73.98,99.4322789943228,3,73.6119402985075,99.9294403892944,3,73.98,99.4322789943228,3,73.2475247524753,100.426601784266,2,73.98,99.4322789943228,5,"women 1000 meters",3
4,"Brittany BOWE","United States","USA",74.36,0.799999999999997,98.9241527703066,2018,"Speed_Skating","women","1000 meters",74.3228385807096,98.9736148466918,4,74.3228385807096,98.9736148466918,4,74.2857142857143,99.0230769230769,4,74.2857142857143,99.0230769230769,4,74.2115768463074,99.1220010758472,4,74.2115768463074,99.1220010758472,4,73.9900497512438,99.4187735341581,4,73.9900497512438,99.4187735341581,4,73.6237623762376,99.9133942980097,4,73.6237623762376,99.9133942980097,2,"women 1000 meters",4
5,"Vanessa HERZOG","Austria","AUT",74.47,0.909999999999997,98.7780314220492,2018,"Speed_Skating","women","1000 meters",74.4327836081959,98.8274204377602,5,74.4327836081959,98.8274204377602,5,74.3956043956044,98.8768094534712,5,74.3956043956044,98.8768094534712,5,74.3213572854291,98.9755874848932,5,74.3213572854291,98.9755874848932,5,74.0995024875622,99.2719215791594,5,74.0995024875622,99.2719215791594,5,73.7326732673267,99.7658117362696,5,73.7326732673267,99.7658117362696,3,"women 1000 meters",5
6,"Marrit LEENSTRA","Netherlands","NED",74.85,1.28999999999999,98.2765531062124,2018,"Speed_Skating","women","1000 meters",74.8125937031484,98.3256913827655,6,74.8125937031484,98.3256913827655,6,74.7752247752248,98.3748296593186,6,74.7752247752248,98.3748296593186,6,74.7005988023952,98.4731062124249,6,74.7005988023952,98.4731062124249,6,74.4776119402985,98.7679358717435,6,74.4776119402985,98.7679358717435,6,74.1089108910891,99.2593186372746,6,74.1089108910891,99.2593186372746,6,"women 1000 meters",6
7,"Karolina ERBANOVA","Czech Republic","CZE",74.95,1.39,98.1454302868579,2018,"Speed_Skating","women","1000 meters",74.9125437281359,98.1945030020013,7,74.9125437281359,98.1945030020013,7,74.8751248751249,98.2435757171448,7,74.8751248751249,98.2435757171448,7,74.8003992015968,98.3417211474316,7,74.8003992015968,98.3417211474316,7,74.5771144278607,98.6361574382922,7,74.5771144278607,98.6361574382922,7,74.2079207920792,99.1268845897265,7,74.2079207920792,99.1268845897265,7,"women 1000 meters",7
8,"Heather BERGSMA","United States","USA",75.15,1.59,97.8842315369262,2018,"Speed_Skating","women","1000 meters",75.112443778111,97.9331736526946,8,75.112443778111,97.9331736526946,8,75.0749250749251,97.982115768463,8,75.0749250749251,97.982115768463,8,75,98.08,8,75,98.08,8,74.7761194029851,98.3736526946108,8,74.7761194029851,98.3736526946108,8,74.4059405940594,98.8630738522954,8,74.4059405940594,98.8630738522954,8,"women 1000 meters",8
1,"Ireen WUST","Netherlands","NED",114.35,0,100,2018,"Speed_Skating","women","1500 meters",114.35,100,1,114.35,100,1,114.35,100,1,114.35,100,1,114.35,100,2,114.35,100,1,114.35,100,2,114.35,100,1,114.35,100,4,114.35,100,2,"women 1500 meters",1
